BOR;AN;FI;FI_EJ;BIO_A1;BIO_A2;BIO_A3;BIO_A4;BIO_A5;BIO_A6;BIO_A7;BIO_A8;BIO_A9;BIO_A10;BIO_A11;BIO_A12;BIO_A13;BIO_A14;BIO_A15;BIO_A16;BIO_A17;BIO_A18;BIO_B1;BIO_B2;BIO_B3;BIO_B4;BIO_A19;BIO_A20;BIO_B19;BIO_B20;BIO_B21;BIO_C19;BIO_C20;BIO_A22;BIO_A23;BIO_A24;BIO_A25;BIO_A26;BIO_A27;BIO_A28;BIO_A29;BIO_A30;BIO_B22;BIO_B23;BIO_B24;BIO_B25;BIO_B26;BIO_B27;BIO_B28;BIO_B29;BIO_B30;BIO_C22;BIO_C23;BIO_C24;BIO_C25;BIO_C26;BIO_C27;BIO_C28;BIO_C29;BIO_C30;BIO_D22;BIO_D23;BIO_D25;BIO_E22;BIO_E23;BIO_E25
BIO;2019;010000024;010780054;1;1;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;954696;61976;58710;10025;3187;9250;54;90;4641;5127;;5;;23;5;3;;3;;;1;1;5;2;;1;2;2;;5;0.9;26.44;6.6;3.33;0.1;4.54;0.8;;0;1;;1;
BIO;2019;010005239;010008407;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;265742;31055;;0;;0;;;;;2;0;0;5;1;0;0;0;0;0;0;0;4;1;0;0;0;0;2.08;0;0;8.12;1.75;0;0;0;0;;;;;;
BIO;2019;020000162;020000063;1;1;0;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1492636;222801;206745;9077;4873;10350;7;26;1514;6;4;0;0;27;6;2;0;6;2;0;0;1;1;3;3;2;0;0;4;0;0.23;27.67;6.13;2.95;0.7;6;1.5;0;;1;1;;
BIO;2019;020000394;020000253;1;1;0;1;1;1;1;1;0;0;1;1;;0;0;0;0;0;1;984982;110095;20892;0;;0;;;;;3;0;0;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;14.95;3;0;0;0;0;0;0;0;1;0;0
BIO;2019;020000519;020000261;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;1;1;1;771938;48601;10237;;;;;;;;;4;1;18;3;;;;;;;;2;1;;;;;;4;1;19.92;3.8;;;;;;0;0;;1;1
BIO;2019;020001061;020004404;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;594902;172412;144742;;;;;;;;1;1;1;15;5;;;;;;1;;;1;;;;;1;1.4;1;15.18;4.09;;;;;;;1;1;1;
BIO;2019;030000061;030780092;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;714739;177793;82204;;;;;;;;0;3;0;13;5;;;;;1;0;0;15;7;;;;;1.47;2.53;0;24.34;8.74;;;;;0;0;1;1;1;0
BIO;2019;030000079;030780100;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;1510248;238270;106040;;;;;;;;1;3;1;20;8;;;;;1;;;8;2;;;;;1.27;3;0.17;27.25;9.48;;;;;0;0;1;1;1;0
BIO;2019;030000087;030780118;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;941187;43929;;;;;;;;;0;4;1;17;10;;;;;0;2;0;8;0;;;;;0;4.47;1.49;25.52;8.74;;;;;0;0;;0;1;
BIO;2019;040000135;050002948;1;1;0;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;129437;74439;24143;0;;0;;;0;;0;0;0;4;0;0;0;0;0;6;0;2;3;0;0;0;0;0;1.21;0;0.25;6.5;0;0;0;0;0;;;;;;
BIO;2019;050000231;050000116;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;285016;88503;16659;0;;0;;;;;0;0;0;3;1;0;0;0;0;2;0;2;13;0;0;0;0;0;1.66;0;0.59;13.04;1;0;0;0;0;;;;;;
BIO;2019;050000348;050002948;1;1;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;637623;37127;12893;0;;0;;;0;;0;0;1;9;1;0;0;0;0;6;0;1;11;1;0;0;0;0;4.15;0;1.1;17.29;1.43;0;0;0;0;;;;;;
BIO;2019;060000478;060780897;1;;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;825233;48740;28498;0;;0;;;;;0;0;0;11;0;0;0;11;0;0;0;0;4;0;0;0;4;0;0;0;0;1.55;0;0;0;1.55;0;;;;;;
BIO;2019;060000510;060780954;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;717084;15001;17;;;;;;;;2;2;1;25;5;;;;;;;;5;;;;;;2;2;1;27.4;4.72;;;;;0;;1;1;;1
BIO;2019;060000528;060780962;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;909;5228;;5485;1053;5352;2;681;;;1;;1;3;3;3;1;7;3;1;;;1;;1;;1;;1.8;;0.5;4.27;2.1;3.39;0.5;7.71;2.31;0;;0;0;;0
BIO;2019;060000544;060780988;1;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1030729;211;211;;;;;;;;1;3;1;23;8;;;;;1;0;1;5;;;;;;1.1;3;0.58;28.06;8;;;;;0;0;;1;1;
BIO;2019;060785003;060785011;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;2833530;213066;203486;10062;;21362;;737;3713;;24;1;;79;24;9;;22;20;7;0;;9;6;5;;2;5;20.61;1;;75.63;25.14;7.79;;22.17;20.96;0;0;;1;1;
BIO;2019;060789195;060785011;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1679404;365048;304658;3576;2648;4706;55;67;1552;1102;31;2;;67;33;2;1;12;12;9;0;;20;11;0;;5;3;29.44;2;;76.48;36.99;2.14;1;14.61;12.23;0;0;;1;1;
BIO;2019;070000013;070002878;1;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;195865;120687;38380;;;;;;;;3;;1;6;4;0;0;0;0;1;;0;5;1;0;0;0;0;3.5;;1;10.48;5.15;0;0;0;0;;0;0;;1;1
BIO;2019;070000179;070780358;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;640388;2311;;;;;;;;;0;2;0;14;3;0;0;0;0;0;1;0;7;1;0;0;0;0;0;2.4;0;17.53;2.35;0;0;0;0;;0;0;;1;0
BIO;2019;070000609;070005566;1;1;0;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;1;510729;161453;37855;;;;;;;;3;0;0;12;8;0;0;0;0;2;0;0;7;0;0;0;0;0;3.82;0;0;17.01;5.83;0;0;0;0;;;;1;1;
BIO;2019;080000425;080000615;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;0;1;1;;862023;713711;333949;1616;32;2215;10;236;145;0;3;4;;41;12;;;2;;;;;6;8;;;;2;2.08;3.98;1;44.51;17.82;;;2;1.86;0;0;;1;1;
BIO;2019;090000175;090781774;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;515699;56108;34861;;;;;;;;1;;;22;4;;;;;3;;;8;;;;;;2.69;;;26.06;4.72;;;;;;;;;;
BIO;2019;100000090;100000017;1;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;0;0;1;1694926;66458;1958;9957;3342;7522;15;90;1228;2799;0;6;2;31;4;6;0;8;3;2;0;0;20;1;0;0;5;2;1.85;6.34;2;45.15;4.64;5.76;0;9.77;3.96;0;0;1;1;1;1
BIO;2019;100000199;100006279;1;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;225333;65355;0;;;;;;;;;;;6;2;;;;;;;;1;1;;;;;;;;6.28;2.46;;;;;;;;;;
BIO;2019;110000023;110780061;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;0;0;0;1;704878;94000;41851;;;;;;;;3;;;22;8;;;;;2;;1;1;;;;;;4.4;;0.74;22.66;8.06;;;;;;;;;;
BIO;2019;110000056;110780137;1;1;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;600742;12759;4054;;;;;;;;;2;;18;5;;;;;;3;;3;1;;;;;;3.8;;19.8;5.14;;;;;;0;0;;1;0
BIO;2019;120000039;120780044;1;0;0;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;952849;74930;62248;2795;870;4576;16;26;610;140;2;2;1;14;4;1;0;4;4;0;1;1;8;0;2;1;1;0;2;2.5;1.16;19.6;3.35;2.06;0.51;4.8;2.65;0;0;0;1;1;1
BIO;2019;120000054;120780069;1;0;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;168414;194;113;;;;;;;;2;0;1;12;2;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;1;12.99;2.98;0;0;0;0;0;0;1;1;1;0
BIO;2019;120000070;120780085;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;235068;295388;204834;;;;;;;;1;;;15;1;;;;;3;;1;3;1;;;;;2.07;;0.5;17.1;1.8;;;;;0;;;1;;
BIO;2019;120004569;120004528;1;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;259013;92241;37698;;;;;;;;3;;;11;;;;;;;;;5;;;;;;3;;;14.2;;;;;;0;;0;1;;1
BIO;2019;120004668;120004619;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;76245;10278;0;0;;0;;;;;1;;;5;;;;;;1;;1;2;2;;;;;1.2;;0.19;4.69;1.07;;;;;0;;0;1;;1
BIO;2019;130000235;130780554;1;1;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;59975;0;0;;;;;;;;0;0;0;2;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2.59;1.02;0;0;0;0;0;0;0;0;0;0
BIO;2019;130000409;130041916;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;1;1448396;460729;445383;24418;3148;9537;20;288;10137;1763;2;5;1;34;15;2;;4;6;0;3;1;17;3;1;;2;;2;7.12;1.3;45.83;15.71;2.69;;5.6;4.75;0;0;1;1;1;0
BIO;2019;130000565;130781446;1;1;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;526465;44525;;;;;;;;;;4;1;17;;;;;;;1;;2;;;;;;;3.77;1;17.26;;;;;;;0;1;;1;0
BIO;2019;130001225;130782634;1;1;0;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0;1;577283;98270;16384;;;;;;;;4;;1;12;4;;;;;;;;5;2;;;;;3.77;;1;15.88;6.13;;;;;0;;1;1;;0
